Review #,Brand,Variety,Style,Country,Stars,Top Ten
2274,SUIMIN,Noodles With Braised Beef Flavour,Cup,Australia,4.0,False
2273,UNI PRESIDENT,A Q Bucket Noodle Korean Kimchi Flavor,Bowl,Taiwan,4.0,False
2272,NISSIN,Demae Iccho Spicy Kimchi Pot Flavour Instant Noodle (Bowl Noodle),Bowl,Hong Kong,4.0,False
2271,SICHUAN BAIJIA,Chongqing Noodles Burning Dry Noodles,Pack,China,5.0,False
2270,SAMYANG,Fresh Bibimmyun Fried Noodle,Pack,South Korea,4.0,False
2269,WAI WAI,Instant Noodles Veg Masala Flavour,Pack,India,4.0,False
2268,NISSIN,Nupasta Neapolitan Flavour Instant Noodle,Pack,Hong Kong,5.0,False
2267,SHIRAKIKU,Karami Ramen Spicy Chili Flavour Japanese Style Noodle With Soup Base,Pack,USA,2.0,False
2266,NISSIN,Disney Cuties Instant Noodle Crab Flavour,Cup,Thailand,4.0,False
2265,NISSIN,Cup Noodles Rich Soft Shelled Turle Soup,Cup,Japan,3.0,False
2264,UNIF TUNG I,Instant Vegetarian Beehoon Rice Vermicelli,Pack,Taiwan,1.0,False
2263,SICHUAN BAIJIA,Broad Noodle Artificial Beef Flavor Hot Pot,Pack,China,4.0,False
2262,DREAM KITCHEN,Curry Flavour Instant Noodles,Cup,USA,5.0,False
2261,TABLEMARK,Tohokuno Aji Yonezawa Ramen,Bowl,Japan,4.0,False
2260,UNI PRESIDENT,Science Noodle (X'Mas Edition),Pack,Taiwan,5.0,False
2259,FARMER'S HEART,Pho Beef Flavor Vietnamese Rice Noodle Soup,Bowl,USA,3.75,False
2258,KAMFEN,Instant Wonton Noodles Scallop Lobster Soup Flavour,Bowl,Hong Kong,4.3,False
2257,FUKU,Tom Yam Soup Instant Noodle,Pack,Hong Kong,2.3,False
2256,GOKU UMA,Ramen Noodles Artificially Flavored Tonkotsu,Bowl,USA,3.0,False
2255,DAIKOKU,Hiroshima Flavor Yakisoba,Tray,Japan,5.0,False
2254,NISSIN,Disney Cuties Instant Noodle Seaweed Flavour,Cup,Thailand,3.0,False
2253,SINGA ME,Instant Noodles Mi Goreng Flavour,Cup,Australia,4.0,False
2252,NEW TOUCH,Sugomen Sano Ramen,Bowl,Japan,5.0,False
2251,OTTOGI,Ramyon Sabor Y Camaron,Pack,Mexico,4.0,False
2250,NISSIN,Demae Iccho Spicy XO Sauce Seafood Flavour,Pack,Hong Kong,4.0,False
2249,LOVE COOK,Sun Dried Noodle - Fruity Soy Bean Paste,Pack,Taiwan,4.0,False
2248,NONGSHIM,Shin Noodle Soup,Cup,USA,5.0,False
2247,NISSIN,Sapporo Noukou Miso Ramen,Bowl,Japan,5.0,False
2246,DREAM KITCHEN,Soy Sauce,Cup,USA,4.0,False
2245,NISSIN,Vietnamese Chicken Coriander Flavour Vermicelli,Cup,Hong Kong,4.0,False
2244,KANG SHI FU,Artificial Spicy Beef Flavour,Pack,Hong Kong,4.0,False
2243,NISSIN,Cup Noodles Black Pepper Crab Flavour,Cup,Hong Kong,4.0,False
2242,GREAT VALUE,Beef Style Noodles With Vegetables,Cup,Canada,3.0,False
2241,FUKU,Spicy Soup Instant Noodle Beef Flavour,Pack,Hong Kong,4.0,False
2240,WANG,Rice Noodle Anchovy Flavor,Bowl,South Korea,3.0,False
2239,NISSIN,Cup Noodles Chicken Flavor Ramen Noodle Soup (New Recipe),Cup,USA,4.0,False
2238,ASIAN THAI FOODS,Rumpum Gundruk Flavour,Pack,Nepal,1.0,False
2237,NISSIN,Cup Noodle Light+ Bagna Cauda,Cup,Japan,5.0,False
2236,MARUCHAN,Gotsumori Koku Tonkotsu Ramen,Bowl,Japan,4.0,False
2235,FASHION FOOD,Tom Yum Shrimp Creamy Flavour Instant Noodles,Bowl,Thailand,4.0,False
2234,PALDO,Bibim Men,Bowl,South Korea,5.0,False
2233,NISSIN,Cup Noodles Milk Seafood Flavour,Cup,Hong Kong,4.0,False
2232,NISSIN,Spicy Chikin Donburi,Bowl,Japan,5.0,False
2231,FANTASTIC,Noodle Chicken Flavour,Cup,Australia,4.0,False
2230,MARUTAI,Kuroma-Yu Tonkotsu Kumamoto Ramen,Pack,Japan,4.0,False
2229,KANG SHI FU,Artificial Beef With Sauerkraut Flavour,Pack,Hong Kong,4.0,False
2228,NISSIN,Raoh Shoyu Ramen,Bowl,Japan,5.0,False
2227,MARUCHAN,Ramen Noodle Soup Sriracha Chicken Flavor,Pack,USA,4.0,False
2226,NAGATANIEN,Hiyashi Soba Taidashi Goma,Pack,Japan,3.0,False
2225,FUKU,Bowl Chicken Flavour Instant Rice Vermicelli,Bowl,Hong Kong,4.0,False
2224,WAI WAI,X-Press Flavour Of Pizza In Noodles Proprietary Food,Pack,India,4.0,False
2223,KOKA,Rice Noodles Fragrant Chicken Pho Ga Flavour,Pack,Singapore,4.0,False
2222,NYOR NYAR,Vegetarian Penang White Curry,Pack,Malaysia,5.0,False
2221,NISSIN,Cup Noodle Seafood,Cup,Japan,5.0,False
2220,PALDO,Budae Jjigae,Pack,South Korea,5.0,False
2219,FANTASTIC,Noodles Crispy Bacon Flavour,Cup,Australia,1.0,False
2218,TSENG NOODLES,Spicy Braised Pork Flavor,Pack,Taiwan,4.0,False
2217,NISSIN,Demae Ramen Spicy Seafood Flavour Instant Noodle,Pack,Hong Kong,5.0,False
2216,A SHA DRY NOODLE,Chow Mein Spicy Flavor,Tray,Taiwan,3.0,False
2215,MYOJO,Mee Goreng Spicy Flavour,Pack,Singapore,5.0,False
2214,SAPPORO ICHIBAN,Tabimen Nagasaki Chanpon,Bowl,Japan,4.0,False
2213,ACECOOK,Oh! Ricey Pork Flavour,Pack,Vietnam,4.0,False
2212,PALDO,Bul Jjamppong,Pack,South Korea,4.0,False
2211,NISSIN,Disney Cuties Instant Noodle Roast Pork Flavour,Cup,Thailand,3.0,False
2210,MORRE,Instant Noodles Masala,Pack,Pakistan,4.0,False
2209,NISSIN,Demae Ramen Spicy Hot tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5.0,False
2208,ROLAND,Ramen Japanese Style Quick-Cooking Alimentary Paste With Chicken Artificially Flavored Soup Base,Pack,USA,0.0,False
2207,NISSIN,Big Cup Noodles Tonkotsu Flavour,Cup,Hong Kong,3.0,False
2206,NISSIN,Deka Buto Kuro M-yu Tonkotsu,Bowl,Japan,5.0,False
2205,MARUCHAN,Bowl Taste Of Asia Hearty Pork Flavor Tonkotsu Ramen,Bowl,USA,4.0,False
2204,NISSIN,Cup Noodles Sabor Galinha Caipira,Cup,Brazil,4.0,False
2203,NONGSHIM,Bowl Noodle Soup Independence Day Limited Edition Spicy Chicken Flavor,Bowl,USA,4.0,False
2202,NISSIN,Nupasta Vongole Flavour Instant Noodle,Cup,Hong Kong,4.0,False
2201,MR. LEE'S NOODLES,Penang Chicken Curry Laksa,Cup,UK,2.0,False
2200,MR. LEE'S NOODLES,Shaolin Monk Vegetables,Cup,UK,5.0,False
2199,MR. LEE'S NOODLES,Tai Chi Chicken,Cup,UK,3.0,False
2198,MR. LEE'S NOODLES,Dragon Fire Mushroom,Cup,UK,3.0,False
2197,MR. LEE'S NOODLES,Hong Kong Street Beef,Cup,UK,5.0,False
2196,MR. LEE'S NOODLES,Warrior Fighting Shrimp,Cup,UK,3.3,False
2195,NISSIN,Gyorai Inaniwa Chuka Soba,Bowl,Japan,5.0,False
2194,FUKU,Chicken Flavour Instant Noodle,Pack,Hong Kong,4.0,False
2193,KNORR,Chicken Flavored Instant Noodles,Pack,Pakistan,3.0,False
2192,NYOR NYAR,Penang White Curry Instant Noodle,Pack,Malaysia,5.0,False
2191,CHOUMAMA,XO Scallops Sauce Dry Noodles,Pack,Taiwan,4.0,False
2190,MYOJO,Barikata Noukou Tonkotsu Shoyu,Bowl,Japan,4.75,False
2189,NISSIN,Demae Ramen Sesame Oil Flavour Cup,Cup,Hong Kong,4.0,False
2188,SINGA ME,Instant Noodles Chicken Flavour,Cup,Australia,2.5,False
2187,PULMUONE,Non-Fried Ramyun Noodle (Crab Flavor),Pack,South Korea,5.0,False
2186,MASTER KONG,Assorted Seafood Noodles,Pack,China,4.0,False
2185,NISSIN,Raoh Hot & Sour Ramen,Pack,Japan,5.0,False
2184,PRESIDENT RICE,Coriander Instant Rice Noodles,Bowl,Thailand,2.75,False
2183,MAMA,Instant Rice Noodles Moo Nam Tok Flavour,Pack,Thailand,3.5,False
2182,MAMA,Instant Rice Vermicelli Clear Soup,Pack,Thailand,3.5,False
2181,MAMA,Instant Rice Noodles Chicken Flavour,Pack,Thailand,4.0,False
2180,MAMA,Pho Ga Rice Noodles With Artificial Chicken Flavour,Bowl,Thailand,3.0,False
2179,MAMA,Oriental Kitchen Instant Rice Vermicelli In Gravy,Pack,Thailand,5.0,False
2178,MAMA,Instant Tom Yam Rice Noodles,Pack,Thailand,4.0,False
2177,MAMA,Instant Rice Noodles Vegetable Flavour,Pack,Thailand,4.0,False
2176,MAMA,Instant Rice Vermicelli Yentafo Tom Yam Mohfai,Pack,Thailand,5.0,False
2175,MAMA,Instant Flat Noodles Clear Soup,Pack,Thailand,4.0,False
2174,MAMA,Cup Rice Noodles Tom Saab Flavour,Cup,Thailand,5.0,False
2173,MAMA,Instant Rice Noodles Stew Beef Flavour,Pack,Thailand,4.0,False
2172,MAMA,Instant Rice Noodles Phnom Penh Style,Pack,Thailand,4.0,False
2171,MAMA,Instant Flat Noodles Tom Yam Flavour,Pack,Thailand,4.0,False
2170,MARUCHAN,Ramen Noodle soup Mushroom Flavor,Pack,USA,4.0,False
2169,HAPPY FAMILY,Vegetable Flavour Instant Noodles,Pack,Singapore,4.0,False
2168,TSENG NOODLES,Rice Noodle Shallot With Braised Pork Flavor,Pack,Taiwan,5.0,False
2167,GREAT VALUE,Vegetable Flavour Noodles With Vegetables,Cup,Canada,3.0,False
2166,JML,Instant Noodle Artificial Beef Flavor 7 sour Pickled Cabbage,Pack,China,4.0,False
2165,SUIMIN,Noodles With Hot & Spicy Flavour,Cup,Australia,3.0,False
2164,TSENG NOODLES,Rice Noodle Chinese Mushroom With Soybean Vegetarian Braised Pork Flavor,Pack,Taiwan,5.0,False
2163,NISSIN,Piritto Karakuchi Tantan Udon,Bowl,Japan,4.0,False
2162,TSENG NOODLES,Rice Noodle Seafood Laksa Flavour,Pack,Taiwan,5.0,False
2161,NONGSHIM,Chal Bibim Myun,Pack,South Korea,5.0,False
2160,MENRAKU,Japanese Yakisoba Umami Sauce,Bowl,Japan,5.0,False
2159,LA MODERNA,Sazon Casero Sopa Con Tomate Y Sabor Pollo,Pack,Mexico,3.0,False
2158,A SHA DRY NOODLE,Chow Mein Original Flavor,Tray,Taiwan,5.0,False
2157,MASTER KONG,Artificial Mushroom Chicken Flavor Instant Noodle,Pack,China,4.0,False
2156,A SHA DRY NOODLE,Chow Mein Oyster Sauce BBQ Flavor,Tray,Taiwan,2.0,False
2155,JINGQI,Aloe Vera Guan Mian Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,Taiwan,4.0,False
2154,JINGQI,Black Eyes Bean Original Noodle With Sesame Sauce,Pack,Taiwan,4.0,False
2153,JINGQI,Aloe Vera Guan Mian Pumpkin Noodle With Basil Sauce,Pack,Taiwan,4.0,False
2152,JINGQI,Black Eyes Bean Cyanobacteria Noodle With Ginger Oil Sauce,Pack,Taiwan,5.0,False
2151,JINGQI,Aloe Vera Guan Mian Original Noodle With Sesame Sauce,Pack,Taiwan,5.0,False
2150,JINGQI,Black Eyes Bean Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,Taiwan,3.0,False
2149,JINGQI,Aloe Vera Guan Mian Cyanobacteria Noodle With Ginger Oil Sauce,Pack,Taiwan,5.0,False
2148,JINGQI,Black Eyes Bean Pumpkin Noodles With Basil Sauce,Pack,Taiwan,5.0,False
2147,MARUCHAN,Instant Lunch Pork Flavor Ramen Noodles With Vegetables,Cup,USA,3.0,False
2146,SAPPORO ICHIBAN,Kun Ramen Sumo-kuchikin (Smoked Chicken),Bowl,Japan,3.0,False
2145,DREAM KITCHEN,Tonkotsu,Cup,USA,3.0,False
2144,NISSIN,Lamen Sabor Picanha,Pack,Brazil,4.0,False
2143,THIEN HOUNG FOODS,Lemon Chicken Flavour Instant Noodles,Pack,Vietnam,3.0,False
2142,MARUCHAN,Bowl Taste Of Asia Miso Chicken Flavor Spicy Miso Ramen,Bowl,USA,4.0,False
2141,NISSIN,Men Shokunin Kaoruyasai Shio,Bowl,Japan,5.0,False
2140,WANG,Rice Noodle Seafood Flavour,Bowl,South Korea,5.0,False
2139,FUKU,Superior Soup Instant Noodles (Mfg in Thailand),Pack,Hong Kong,4.0,False
2138,FUKU,Superior Soup Instant Noodles (Mfg in Vietnam),Pack,Hong Kong,4.0,False
2137,NISSIN,Demae Ramen Spicy Curry Flavour Instant Noodles,Pack,Hong Kong,4.0,False
2136,NISSIN,Demae Ramen Roast Beef Flavour Instant Noodles,Pack,Hong Kong,4.0,False
2135,DOLL,Instant Noodle Supreme Abalone And Chicken Flavour,Pack,Hong Kong,2.0,False
2134,FOUR SEAS,Chicken Flavour Instant Noodle,Pack,Hong Kong,4.0,False
2133,NISSIN,Kimchi Chikin Ramen Donburi,Bowl,Japan,5.0,False
2132,MARUCHAN,Instant Lunch Chipotle Chicken Flavor Ramen Noodle Soup,Cup,USA,5.0,False
2131,MYOJO,Mee Goreng Thai Tom Yum Flavour,Pack,Singapore,4.0,False
2130,KANG SHI FU,Artificial Salted Beef With Mushrooms Flavour,Pack,Hong Kong,4.0,False
2129,CARJEN,Hot & Spicy Dry Curry With Chives Soup,Pack,Malaysia,5.0,False
2128,SAPPORO ICHIBAN,Taimeiken Yousyoku Yasangatsukutta Omumen,Cup,Japan,4.0,False
2127,SUIMIN,Noodles With Chicken & Sweet Corn Flavour,Cup,Australia,2.25,False
2126,NISSIN,Mennippon Oumi Chanpon,Bowl,Japan,5.0,False
2125,HAPPY FAMILY,Curry Flavour Instant Noodles,Pack,Singapore,4.0,False
2124,7 SELECT,Nissin Instant Noodles Tom Yum Seafood Creamy Flavour King Cup,Bowl,Thailand,3.5,False
2123,NISSIN,Cup Noodles Tom Yum Shrimp Sabb Flavour,Cup,Thailand,5.0,False
2122,NISSIN,Chilli Noodles Stir Fried Holy Basil Flavour,Pack,Thailand,5.0,False
2121,NISSIN,Instant Noodles Moo Manao Flavour,Pack,Thailand,4.0,False
2120,NISSIN,Super Tom Yum Shrimp,Cup,Thailand,3.5,False
2119,NISSIN,Cup Noodles Minced Pork Flavour,Cup,Thailand,3.5,False
2118,NISSIN,Chilli Noodles Tom Yum Shrimp Creamy Soup Flavour,Cup,Thailand,3.25,False
2117,7 SELECT,Nissin Instant Noodles Shrimp Ma Nao Lui Suan Flavour King Cup,Bowl,Thailand,4.0,False
2116,NISSIN,Instant Noodles Tom Yum Shrimp Saab Flavour,Pack,Thailand,4.0,False
2115,NISSIN,Cup Noodles Moo Manao Flavour,Cup,Thailand,4.0,False
2114,NISSIN,Instant Noodles Minced Pork Flavour,Pack,Thailand,3.5,False
2113,NISSIN,Cup Noodles Seafood Creamy Flavour,Cup,Thailand,4.0,False
2112,NISSIN,Chilli Noodles Spicy Tom Yum Flavour,Pack,Thailand,4.0,False
2111,NISSIN,Cup Noodles Chilli Crab Flavour,Cup,Hong Kong,3.75,False
2110,GREAT VALUE,Vegetarian Flavour Ramen Noodles,Pack,Canada,3.0,False
2109,ONI HOT POT,Tuna With Shallot Flavor Noodle,Pack,Taiwan,4.3,False
2108,WEH LIH,GGE Noodle Snack Wheat Crackers Original Ramen,Pack,Taiwan,1.0,False
2107,NISSIN,Lamen Sabor Frango Assado Com Toque De Limao,Pack,Brazil,4.5,False
2106,ITOMEN,Onion Flavor Shoyu Ramen,Pack,Japan,3.5,False
2105,MARUCHAN,Ramen Noodle Soup Chicken Tortilla Flavor,Pack,USA,3.0,False
2104,WANG,Rice Noodle Kimchi Flavor,Bowl,South Korea,4.0,False
2103,ROLAND,Ramen Japanese Style Quick-Cooking Alimentary Paste With Beef Artificially Flavored Soup Base,Pack,USA,0.0,False
2102,NISSIN,Cup Noodles Singapore Laksa,Cup,Japan,5.0,False
2101,SAMYANG,Pojangmacha Udon,Pack,South Korea,4.0,False
2100,MYOJO,Mee Goreng Original Flavour,Pack,Singapore,4.0,False
2099,SANPO,Yakibuta Ramen,Bowl,Japan,4.0,False
2098,NONGSHIM,Kimchi Flavor Noodle Soup,Cup,USA,5.0,False
2097,CARJEN,Otentiq Cheezy Mushroom Instant Noodles (Improved Taste),Pack,Malaysia,5.0,False
2096,MARUCHAN,Seimen Noukou Toro Tonkotsu,Bowl,Japan,4.0,False
2095,NISSIN,Straits Kitchen Laksa,Pack,Singapore,5.0,False
2094,NONGSHIM,Champong Noodle Soup Spicy Seafood Flavor,Pack,South Korea,5.0,False
2093,ONI HOT POT,Seaweed Flavour Noodle,Pack,Taiwan,2.0,False
2092,DOLL,Instant Noodle Preserved Vegetable Flavour,Pack,Hong Kong,4.0,False
2091,MYKUALI,Penang Hokkien Prawn Noodle Authentic Taste,Cup,Malaysia,5.0,False
2090,NISSIN,Nupasta Salmon In White Sauce Flavour Instant Noodle,Pack,Hong Kong,5.0,False
2089,NISSIN,Big Cup Noodles Seafood Curry Flavour,Cup,Hong Kong,5.0,False
2088,NISSIN,Demae Iccho Beef Flavour Instant Noodle,Bowl,Hong Kong,4.0,False
2087,NISSIN,Mie Goreng Indonesia Stir Noodle Original Flavour,Pack,Hong Kong,4.0,False
2086,NISSIN,Demae Ramen Sesame Flavour Instant Noodles,Pack,Hong Kong,5.0,False
2085,FUKU,Superior Soup Instant Rice Vermicelli,Bowl,Hong Kong,5.0,False
2084,NISSIN,Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle,Pack,Hong Kong,5.0,False
2083,NISSIN,Taisho Fried Noodle Sesame Paste Flavour Instant Noodle,Pack,Hong Kong,5.0,False
2082,NISSIN,Cup Noodles Pork Chowder Flavour,Cup,Hong Kong,4.0,False
2081,NISSIN,Cup Mifun Spicy Beef Flavour,Cup,Hong Kong,4.0,False
2080,FUKU,Non-Fried Superior Soup Noodle,Pack,Hong Kong,4.0,False
2079,NISSIN,Nupasta Carbonara Flavour Instant Noodle,Cup,Hong Kong,5.0,False
2078,NISSIN,Demae Iccho Curry Beef Flavour,Cup,Hong Kong,4.0,False
2077,NISSIN,Cup Noodles Big Spicy Seafood Flavour,Cup,Hong Kong,5.0,False
2076,NISSIN,Demae Iccho Black Garlic Oil Tonkotsu,Bowl,Hong Kong,3.75,False
2075,MI SEDAAP,Mi Segera Mi Goreng Ayam Krispi,Pack,Indonesia,4.5,False
2074,NISSIN,Cup Noodles Sabor Pollo Habanero Y Limon Sopa Instantanea,Cup,Mexico,3.5,False
2073,GREAT VALUE,Spicy Ramen Noodles,Pack,Canada,4.0,False
2072,MARUCHAN,Bowl Taste Of Asia Beef Flavor Sukiyaki Ramen,Bowl,USA,5.0,False
2071,A SHA DRY NOODLE,Tainan Noodle Original Sauce,Pack,Taiwan,5.0,False
2070,TOKUSHIMA SEIFUN,Negi Ramen,Bowl,Japan,1.75,False
2069,DOLL,Instant Noodle Vegetarian Flavour,Pack,Hong Kong,3.75,False
2068,MAGGI,Fusian Special Edition Ow... Ow... Spicy Cow Mi Goreng,Pack,Australia,5.0,False
2067,SAMYANG,Fresh Jjajang,Pack,South Korea,4.5,False
2066,MARUTAI,Hakata Tonkotsu Ramen,Pack,Japan,5.0,False
2065,FOUR SEAS,Kung Tak Lam Vegetarian Noodle (Mushroom),Pack,Hong Kong,3.0,False
2064,NONGSHIM,Arrabiata Rice Bucatini,Pack,USA,5.0,False
2063,MAMEE,Pepper Noodles Vegetarian,Pack,Hong Kong,3.25,False
2062,OTTOGI,Ramyon Sabor Mariscos,Pack,Mexico,3.75,False
2061,KAMFEN,Dried Mix Noodles Scallop Seafood Flavoured,Tray,Hong Kong,4.25,False
2060,NISSIN,Cup Noodle Light+ Cheese Fondue,Cup,Japan,5.0,False
2059,FOUR SEAS,Beef And Radish Flavour Instant Noodle,Pack,Hong Kong,2.5,False
2058,ZOW ZOW,Instant Noodle Shrimp Tom Yam Flavoured,Pack,Thailand,3.75,False
2057,NISSIN,RapiFideo Sabor A Chile Y Limon,Cup,Mexico,3.75,False
2056,KOYO,Garlic Pepper Reduced Sodium Ramen,Pack,USA,0.0,False
2055,NISSIN,Tokyo Tokunou Gyokai Tonkotsu,Bowl,Japan,5.0,False
2054,SUIMIN,Noodles Curried Prawn Flavour,Cup,Australia,3.25,False
2053,MARUCHAN,Instant Lunch Sriracha Chicken Flavor Ramen Noodle Soup,Cup,USA,3.75,False
2052,INDOMIE,Pop Mie Mi Instan Cup Rasa Ayam,Cup,Indonesia,3.5,False
2051,MASTER KONG,Artificial Pork Ribs Flavour Instant Noodle,Pack,China,3.5,False
2050,MYKUALI,Penang Red Tom Yum Goong Noodle Authentic Taste,Cup,Malaysia,5.0,False
2049,OTTOGI,Ramyon Sabor A Res,Pack,Mexico,4.0,False
2048,ACECOOK,Kadomen Koikoku Tonkotsu,Bowl,Japan,3.8,False
2047,ONI HOT POT,XO Sauce Noodle,Pack,Taiwan,5.0,False
2046,E ZEE,Perisa Asam Pedas Mi Segera,Pack,Malaysia,4.0,False
2045,GREAT VALUE,Chicken Style Ramen Noodles,Pack,Canada,3.5,False
2044,DOLL,Hello Kitty Dim Sum Noodle Japanese Soy Sauce Flavour,Cup,Hong Kong,3.0,False
2043,OREE GARDEN,Malaysia Green Curry Noodle,Bowl,Malaysia,5.0,False
2042,SUIMIN,Noodles Mi Goreng,Cup,Australia,4.3,False
2041,MASTER KONG,Tomato Sauce Instant Noodle,Pack,China,4.5,False
2040,NISSIN,Cup Noodles Sabor Franhp Com Requeijao,Cup,Brazil,5.0,False
2039,TOKUSHIMA SEIFUN,Yakibuta Ramen,Bowl,Japan,5.0,False
2038,A1,Vegetarian Herbal Noodle,Pack,Malaysia,1.5,False
2037,MIGAWON,Hovenia Ramen Vegetable Flavor,Pack,South Korea,3.5,False
2036,A SHA DRY NOODLE,Hakka BBQ Sauce Noodle,Pack,Taiwan,4.25,False
2035,ACECOOK,Maru Uma Curry Udon,Cup,Japan,3.5,False
2034,FANTASTIC,Noodles Oriental Flavour,Cup,Australia,3.25,False
2033,CHAUDHARY'S WAI WAI,Instant Noodles Artificial Chicken & Shrimp Flavored,Pack,India,2.5,False
2032,KAMFEN,Noodle King Artificial Beef Soup Flavored,Bowl,Hong Kong,3.75,False
2031,CARJEN,Otentiq Cheezy Curry Instant Noodles (Improved Taste),Pack,Malaysia,5.0,False
2030,MYOJO,Charumera Atyificial Tonkotsu Shouyu Flavor,Pack,Japan,3.75,False
2029,SINGA ME,Instant Noodles Beef Flavour,Cup,Australia,2.0,False
2028,MARUCHAN,"Sopa Maruchan Sabor a Camaron, Limon y Habanero",Pack,Mexico,3.5,False
2027,NISSIN,Shinshu Miso Ramen,Bowl,Japan,5.0,False
2026,MYKUALI,Penang White Curry Authentic Taste Cup,Cup,Malaysia,4.75,False
2025,URBAN NOODLE,Authentic Street Food Chow Mein,Cup,UK,2.0,False
2024,URBAN NOODLE,Authentic Street Food Pad Thai,Cup,UK,2.5,False
2023,URBAN NOODLE,Authentic Street Food Black Bean,Cup,UK,0.0,False
2022,URBAN NOODLE,Authentic Street Food Thai Red Curry,Cup,UK,3.0,False
2021,URBAN NOODLE,Authentic Street Food Satay,Cup,UK,5.0,False
2020,KANG SHI FU,Artificial Roasted Beef,Pack,China,3.5,False
2019,ACECOOK,Seabura Tonkotsu Ramen,Cup,Japan,3.75,False
2018,PULMUONE,Noodle With Spicy Oyster Soup,Pack,South Korea,4.0,False
2017,SAMYANG,Honey & Cheese Big Bowl,Bowl,South Korea,0.0,False
2016,GREAT VALUE,Chicken Style Noodles With Vegetables,Cup,Canada,3.5,False
2015,E ZEE,Perisa Kari Mi Segera (Improved Taste),Pack,Malaysia,5.0,False
2014,ONI HOT POT,Ghost Pepper Noodle,Pack,Taiwan,4.5,False
2013,GREAT VALUE,Beef Style Ramen Noodles,Pack,Canada,3.5,False
2012,MAMA,Vegetarian Instant Noodles Shiitake Flavour,Pack,Thailand,2.0,False
2011,TRIDENT,2 Minute Laksa Flavour Noodles,Pack,Australia,2.0,False
2010,MAMA,Rangers Snack Noodles Popcorn Flavour,Pack,Myanmar,3.75,False
2009,CONIMEX,Oriental Noodles Soto Ajam,Cup,Netherlands,3.0,False
2008,SICHUAN BAIJIA,Hot spicy Flavor Instant Vermicelli,Bowl,China,3.5,False
2007,NONGSHIM,Rice Fettucini Alfredo,Pack,USA,3.75,False
2006,KAMFEN,Wonton Noodles Beef Flavour,Bowl,Hong Kong,3.75,False
2005,A SHA DRY NOODLE,Hakka Spicy Barbeque Sauce,Pack,Taiwan,4.5,False
2004,NISSIN,Donbei Dashi Shoyu Yakiudon,Bowl,Japan,3.75,False
2003,NISSIN,Raoh Rich Miso Flavor,Bowl,Japan,5.0,False
2002,NISSIN,Cup Noodles Tom Yum Goong,Cup,Japan,3.8,False
2001,NISSIN,Cup Noodle Big Seafood Clam Chowder,Cup,Japan,4.0,False
2000,NISSIN,Chikin Ramen Donburi,Bowl,Japan,5.0,False
1999,NISSIN,Curry Udon,Cup,Japan,5.0,False
1998,NISSIN,Men Shokunin Shoyu,Bowl,Japan,5.0,False
1997,NISSIN,Cup Noodle Vegeta Buta-kyabetsu Tonkotsu,Cup,Japan,4.3,False
1996,NISSIN,Cup Noodle Pasta Style Tarako Spaghetti,Cup,Japan,4.0,False
1995,NISSIN,Cup Noodle Big Cheese Mexican Chilli,Cup,Japan,5.0,False
1994,NISSIN,Gyoretsu-no-Dekiru-Mise-no-Ramen (Shrimp Tantanmen),Bowl,Japan,5.0,False
1993,NISSIN,Raoh Tonkotsu,Pack,Japan,5.0,False
1992,NISSIN,Cup Noodle Light Plus Ratatouille,Cup,Japan,4.5,False
1991,NISSIN,Cup Noodle Milk Chikin Ramen,Cup,Japan,5.0,False
1990,NISSIN,Cup Noodle,Cup,Japan,5.0,False
1989,MYKUALI,Penang White curry Noodle Authentic Taste,Pack,Malaysia,5.0,False
1988,MAMA,Instant Noodles Chicken Soup Flavour,Pack,Myanmar,3.5,False
1987,NISSIN,Yokohama Walker Iekei Ramen,Bowl,Japan,4.5,False
1986,A SHA DRY NOODLE,Quinoa Noodle With Oyster Sauce And Vegetables,Pack,Taiwan,4.25,False
1985,PRIMA TASTE,Singapore Prawn Soup La Mian,Pack,Singapore,5.0,False
1984,NISSIN,Chinese Tan Tan Vermicelli,Cup,Hong Kong,5.0,False
1983,TOKUSHIMA SEIFUN,Tokushima Ramen,Pack,Japan,4.0,False
1982,MASTER KONG,Assorted Pork Bone Noodle,Pack,China,4.0,False
1981,MYKUALI,Penang Red tom Yum Goong Noodle Authentic Taste,Pack,Malaysia,5.0,False
1980,SUIMIN,Noodles Witrh Prawn & Chicken Flavour,Cup,Australia,3.5,False
1979,NISSIN,BIG Cup Noodle Ajillo,Cup,Japan,3.0,False
1978,CARJEN,Nyonya Curry Laksa (Improved Taste),Pack,Malaysia,5.0,False
1977,MYORI,Malaysia Penang Green Curry Vermicelli (New Package),Pack,Malaysia,5.0,False
1976,ITSUKI,Kumamoto Spicy Ramen,Pack,Japan,4.25,False
1975,NISSIN,Soba Fried Noodles Classic,Pack,Germany,3.25,False
1974,SAMYANG,Cheese Curry Ramyun,Pack,South Korea,5.0,False
1973,NISSIN,Cup Noodles Sabor Calabresa,Pack,Brazil,4.25,False
1972,DOLL,Spicy Flavour Instant Mifun,Pack,Hong Kong,2.75,False
1971,FUJIWARA,Horse Crab Flavour Ramen,Pack,Japan,3.5,False
